ASVs	Domain	Phylum	Class	Order	Family	Genus	Species
0a623aa674ad6b14f745055a8096fbde	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
0a55567912dc1cd5c47e2da588ba0a8b	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	
0a5c1a4e38bea555390df28f52f0d496	Bacteria	Myxococcota	bacteriap25	uncultured_bacterium			
0a537380e92994a2c92b7f960dde2367	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	
0a4220551f9900509cfe69c8d42965df	Bacteria	Firmicutes	Negativicutes	Veillonellales_Selenomonadales	Sporomusaceae	uncultured	uncultured_bacterium
0a5716d5c07ca25145653f067a86c900	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	uncultured_bacterium	
0a5cc1b32bb5327b8ca5c680d77f7b75	Bacteria	SAR324_clade_Marine_group_B	uncultured_bacterium				
0a39b41b153550c0be82c4773ed1b281	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
0a40b887f08bcd2c31dc68ed465527c1	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		
0a475e2547b7e52bb3bce47b0a41dea5	Bacteria	Acidobacteriota	Subgroup_5				
0a65928d17b77e0b0867ea1623b76641	Bacteria	Acidobacteriota	Blastocatellia	11_24	uncultured_Acidobacteria_bacterium		
0a67fc7ae61e0c02aace8c960cde0eb1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured_bacterium	
0a69997e9115a859c110c49ca1d52869	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
0a67ee45e426ca488e79497d6c41d302	Bacteria	Elusimicrobiota	Lineage_IIa	uncultured_bacterium			
0a72a67c59bd7641df0a45ea01a0fce6	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	uncultured	uncultured_bacterium
09f3a88491453d7f2b5574d264ee3527	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured_bacterium
0a806ca5f541eee0ee4b934166dd88e0	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
0a6ec23b0da57f7609beb49a6e45cd36	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
0a8781d6db0f1ec1491555065fdaf95a	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
0a7401b06d3f762ee3fabaad6aeea64c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	uncultured	uncultured_bacterium
0a759a95d137ea34bb94beb4988d79db	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	uncultured_bacterium
0a87c31a1bab4639ba51dd56f725c451	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
0a76f7ab6aef3fd20d0a0d814f3fc6bc	Bacteria	Proteobacteria	Gammaproteobacteria				
0a6e99774dcf46b63f99c2699a102bee	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	
0a815a772114a1368beb97e20f817a13	Bacteria	Myxococcota	Polyangia				
0a757fcf360780b7fd27de0ea76c0952	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
0a8a41349ea0b9c58f25ccd51f5a7e7a	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
0a94f392dc466da4c19a2a69de51c53a	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_bacterium
0a8ff2b7c969d0ccdbbdbcba618fccac	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured_bacterium	
0a913fda8e01a0b19bc34e9adc2fc6c1	Unassigned						
0a8532ed3356faf2a08f13f725981c0c	Bacteria	Firmicutes	Bacilli	Bacillales			
0a9ca0e1e5b0ec0e505a3552e9a06a36	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
0a63f7c8dc42f864d6ead484090f87e9	Unassigned						
0a8496f57e8ed447f07b8be63acfec0b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
0a9661ce8544e55d7dc0609ad359983a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
0a9cf6abc3d1b0cd0fd5faad25d44c9e	Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae			
0a89bc5b09560250668b579780326ff2	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
0aa6e7df7c159d6f63a1586b46e29952	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	
0aa9daeba1a0c32530220e0321ed1871	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured_bacterium	
0aa0dcbf1d5c0d83b36f4038db1c5fbf	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	uncultured_bacterium	
0aa5540b2efde62160a7a77db4792c40	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	
0a95ffa6b5ef1bff780f810ed82b9a58	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
0abb8d84e9e4182e706822e7027d80b5	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	
0ac431cb06a999dfba7c0bff29ba264a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
0aac8892b29f1e5fe0d754ea342c611d	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	
0abe8cd15217bb15a471b040dae5bf9a	Bacteria	Acidobacteriota	Acidobacteriae				
0ac2d2bf918e413ad12f69482fad27a7	Bacteria	Actinobacteriota	MB_A2_108	uncultured_bacterium			
06e580b7d7d1bd43abb2fc87d8a33b22	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
0ad35db1b35cf47843110528a6ada3d8	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	uncultured_bacterium
0ab093e59bcd261a54c5678b7bd7286d	Unassigned						
0ac05181c2bae0de42ec36cceb8b0a71	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	
0ad94a009f32ef46a320d26007ed4e5a	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured_bacterium	
0ad665ed60eb3e0bcb5eb6ff11554aa9	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
0ac60339097050a9783e6c4aadfd79a0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
0adb409e63809550253168a0bdcf4ee5	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured_bacterium		
0ad9d6ebf43a06449467c300f65ea0fb	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured_bacterium	
0ad4ba1af4854900f6f51b4c996f6915	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Procabacteriaceae	Procabacter	
0ad6cfca775aca5f72470d6285b52d7c	Bacteria	Chloroflexi	TK10	uncultured_bacterium			
0ad3ee0f382fd3adec5c4145e1b8a13c	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
0ab71e75fe4b37d6355fef21b9e08d3c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	
0ae7a7b1baf9f47771fb6c6467294043	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	metagenome
0ab1db4ee9c4502d33904d81de39cf5a	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
0ae5686e9714eef2dff1c5a78064363f	Unassigned						
0aece27f18887847a94ec078fc54ce0f	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	uncultured_bacterium
0aee00659153baa7be5635fb2c024c7d	Bacteria	Planctomycetota	Planctomycetes	uncultured			
06e9b2d3b0b7c908e6f3f2d4e5af3e6b	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	uncultured_bacterium
0af04334ac3514f56e39ecb7ab653a64	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured_bacterium	
0adde33e8cb8fbe96fcb5d2fde05619c	Bacteria	Armatimonadota	uncultured	uncultured_bacterium			
0ae8f96d3e03df66a803e6e826f9c108	Bacteria	Latescibacterota	uncultured_bacterium				
0af21863fe6b1ab649e3ef4acecd3046	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env_OPS_17		
0ae4fb6517efc73fc26bcf0626ca16ae	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured_bacterium
0aac7e67b6f234d78fd029a85379f7dd	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	uncultured	
0aabaefb456c3ab07d5c9fe9e9bcd35d	Bacteria	Actinobacteriota	Actinobacteria	Frankiales			
0b04cff41ae5b027ef68ed7bf69907bb	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
0af2c40a6fd02e118eece020e1fcc9c9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured_bacterium
0ae6e26da0dae6c0e2e84f0add46713d	Bacteria	Chloroflexi	Dehalococcoidia				
0b1b814b68e4decd8c23f24e53fb04f4	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria			
0aeffa8ac3258e12cb4b577365b019cb	Bacteria	Acidobacteriota	Blastocatellia	11_24			
0b0fe50f00f6984506778baa9b1db549	Bacteria	Actinobacteriota	Thermoleophilia	uncultured	uncultured_bacterium		
0b1d7397e401c7126576e9fdec04f13b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	
0b2341b941b5b17931786b1d95cc35f8	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	metagenome
0b023bec24b8f051becb656865ec4f25	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured_bacterium
0b07302fa2b5498e48dd44c2f738c938	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
0b24b79e3ca5c4e80a68464172c1a973	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
0afe6c8e394380ab9535f88c49c2adbb	Bacteria	Elusimicrobiota	Lineage_IIa	uncultured_bacterium			
0affa1cc5370438eda4d62b44a394036	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	uncultured_bacterium	
0b19efeb3ce93bdc7e429785db9314ea	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
0b1cfa4cf3c26fe2b3378b93a03950f0	Bacteria	Cyanobacteria	Sericytochromatia				
0b1fb8c5d9102ec06ac5fc54151b7798	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured_bacterium	
0b24a5fb29d09ddea3ec30253efbaca6	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured_bacterium
0b2f716f7e46859886e0852cc175a390	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
0b31a5d04ef2fc3dfd54104956ae12a1	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH_PL14	
0b12a09f10b247071d6da4036d38ef84	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
0b3411a39b8beb9c9c3aafd2954f99d1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured_bacterium
0b25859849ef5744fc503824909e68a3	Bacteria	Proteobacteria	Gammaproteobacteria				
0ab3dda4937fabb5d41ab0445fe1b3b9	Unassigned						
0b3c27d8495bdd7159d42085c3650a5a	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
0b2ec7973edce551906cf52761c9efd7	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured_bacterium
0b1124c7696ae66dc8e880ea4ed6d36d	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	uncultured	uncultured_bacterium
0b4e45a6174293b1b644ceb1f154abd1	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3_10	uncultured_bacterium
0b4d216035a4f95bcf4b6efb737c37ee	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	metagenome
0b5a8765e3fe090d56431149138d04c4	Bacteria	Bdellovibrionota	Oligoflexia	0319_6G20			
0b63441fd880ccc56d39d51cecbc3049	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	
0b4ba7a03032640aad16f7cb85738067	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		
04125b3ab901c5b2281d6c615f120bb9	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Acanthamoeba_sp_	
0b456e7d8a6bc7f0a7c1b856b07baf07	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	uncultured_bacterium	
0b6fef7a768517619877a0ab0f369602	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
0b314f7a7f32e179500c7c362d9f195c	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	
0b3b1cf55e0f9fe21b21005f92708291	Unassigned						
027ac385235f4c86656f69d442b5aeb9	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	uncultured_bacterium	
0b4f5db29e6aafde91819b935e4cd963	Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Ruminiclostridium		
0b54e1a4f96b1993c77c133fe1c3e26b	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter	
0b7f7be531a1a5e4bd5fdda7bce39bca	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	
0b736f4cd131a98b2a37b2a17b9e3773	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
0b66896d1c9ff8269ba46887973b08ba	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	
0b862f2943404c95d5a9a1c5ee406354	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3_10	uncultured_bacterium
0b7255a0edb737b3ac835de07030dcd4	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured_bacterium
0b515aa3b02e50f8089e295c056105c1	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	uncultured_bacterium	
0ae80a2e29fa944ba76284a4111c34aa	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
0b8d2a0875c83e863e0de7919e637726	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	metagenome
0b8c3882c6548f04f818265863336fe3	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae		
0b79bcd5288e9efad059649b62a6898f	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	
0b8bdf23a5e2c59fade09548aa68f443	Bacteria	Proteobacteria	Gammaproteobacteria				
0b86d2276d8635f00d19c72c35582521	Unassigned						
0b8d4f5f15eeb620f0c06b33ebd590e0	Unassigned						
0b83330c0ef6cda9ae337b38cfb4c19f	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	uncultured_bacterium
0b907543a58961054fd293cb2eb9c3b0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured_bacterium	
0b929027406532a33c5424fd272c7c9f	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
0b94145b9b5dafa9611114475cbb3bc2	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	
0ba4de8411f0452f3d51612b7fc882ab	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
0b4333e399b3587c1fb6c6889917fbf1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3_20	uncultured_bacterium	
0b78367b82e20ba94e7e1ddffd906052	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	
0ba1186fc2012045eca8af5e599f4ccc	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
0bae8aab9887c7fdb9165a077452ed8c	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
0b927db75aadb8ef1687f9e029af2fbd	Bacteria	Dependentiae	Babeliae				
0b90619983e1daa66bc844df6b5abc96	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB_42	
0bb783e78196bc1c575702416189925d	Archaea	Thermoplasmatota	Thermoplasmata	Marine_Group_II	uncultured_archaeon		
0bb1780d4e1e2202bab982350e43c896	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
0b9322eea0c6f6e418f54637762488a4	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	
0b7db3921c2b92484423405a1ebb082c	Unassigned						
0b90eb2013278123b4757be5f5ec5b97	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Marinicella	
0bae05b5d944d3c1c3d577d88b3a7524	Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	uncultured_bacterium
0bafac118ccf3a30fd3b503e30be921b	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	uncultured_bacterium		
0bb9c57bc162d00f1b87688658a64a0e	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
0ba065fbcc7e4759dde7e2604e1f99e1	Unassigned						
0bb0fb9289d8eeaea0a7397cb2ce18c1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae		
0b8d86ced7fef21b6b7b3c835809604e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1_7	
0b98387dd905e6a2a933afabe5212cd5	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	uncultured	uncultured_bacterium
0af7f38dc9f45dd0e351338603758279	Bacteria	Desulfobacterota	uncultured				
0bb5589f85102f02ddc2822028e655bb	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured		
0a10651b03721d61f7e7d497e7b2f8a8	Unassigned						
0bd0462e5a4f8dfdbcf7bbae14bccc3c	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
0bd79061c63224ef668f1bae4aa565a0	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
0bdabaef2ac59e155725a67477de640b	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
0bbc0a6025e3f0f5a29c81d93e7bd240	Bacteria	NB1_j	uncultured_bacterium				
0bc2417f0a7f44dfea72cacdbff56c66	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
0bd793b12610d0a3bf9c81ffa638afb0	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured_bacterium
0be11e271cc796441185eac7fc378fd6	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured		
0bdf3e093593cf106fee327056296e07	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_bacterium
0bbc0f1a6a90939cac6762279f6f627c	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
0bd9c252f42c31a56579c7db617140df	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	
0bb7f019bf3f1282347f12f7c8803b91	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
0be6c9e9a54f629424b90548867704cb	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
0be1a73ba84aaf220c6b29a7f71fa2e5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
0be414e6abe92dd5184e32389524afe9	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
0be7358ff9391d58513536d84099a6b2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
0bebbf0ea140898b775f27ba82e333d2	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured_bacterium		
0beddfabfeb63d9a78fd7a0023906f1e	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_bacterium
0bc9cc784a1f51425b4af5a60eadf10a	Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	uncultured_bacterium
0bdfbdadd6336560c14ace28f23fd266	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Novibacillus	
09d739821a848dcf4c997b26eff1c09d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ammopiptanthus_mongolicus	
0bd42618a6a1c0a68986bb6bf2df347c	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae		
0bee3a96ee7383a331e3a3e310a09ca6	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_bacterium
0bf35de52c97fe579217bf3da5f78028	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
0bf3fcb8bc77632ac80bcc10cffa6fc4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
0bc3b10fcf72d81ba0cbe33e88bb8b9b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC_I_84	uncultured_bacterium	
0be39bb08462a156b07c430e16da2c03	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
09c0d14ee6c274ee09e3bc789b245eed	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
0c0735849ea597e0048a0904c2b2f74f	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	
0bcb5c3efea8f10987092850819b00f8	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	
085fede36e0ef5c8d26edaed02e6b704	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
0bf7ff03249d13c77f466095e1613a31	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	
0c05216a94552e81af283061247d8c7d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
0bfe365f278ff4f9f5a37f4cb85c59ef	Bacteria	Chloroflexi	Anaerolineae	RBG_13_54_9	uncultured_bacterium		
0bef0be4607cfdedbff3a5cc0fd18032	Unassigned						
0c04e0ebe8bfe20115dd2bdd49244297	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	
0c11e972ea74bb83172efeb7171c3323	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured	uncultured_bacterium	
0c0dcee420b6d0c3472219ee96bc62ac	Bacteria	Myxococcota	Polyangia				
0c17e12caf67efe3603573434c02cc47	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
0c11c5f23ada8abf9c33a736a23e01a5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	
0c1f9aa57379904a6a0fc492b97d29d8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	uncultured_bacterium
0bf62350bde1ee2b08396a3390d3b0e8	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured_bacterium
0bfa3a7fce670524f7ed0ecaac23b4f5	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured	uncultured_bacterium	
0c14f55b5bec5efcdf77f4bb11fb3e0f	Bacteria	Planctomycetota	OM190				
0c05587a0273bfbbb760ffb1cd6e6a18	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pyronema_omphalodes	
0bfa2c2ad1914572442dbedc7799d6db	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	uncultured_bacterium
0c1ed15a091ebb48fe2b1732d32ae7cb	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
0c1e8d6bb5b16e4871234cd8ae9fdea9	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	uncultured	
0b65a219a15bb76047ec353c5ec1c1bb	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured_bacterium		
0c2912f9019e078c179ba901ca94dbaf	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured_bacterium	
0c21d3683a7e56b3e928d6d2165f505f	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	uncultured_bacterium
0c37cd0d401355ff1e280c308dacd249	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
0c1321c430bf8e33aa2a6435f3a408d3	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
