ASVs	Domain	Phylum	Class	Order	Family	Genus	Species
5ae1f283e5ff89e383322891226a645e	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781		
6aeb2724320320962fd37e0b1e92aa7d	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
6b07084ca86ab5b8ddf612e920676eaf	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured_bacterium
6b0d516353f44399c8dc1afbfacb1620	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
6ae87a95d6f938ea2e85db0de36554ea	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	uncultured_bacterium	
6b0eb3006681213a0a1a7058ef73bd35	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	
6b0f97385a4016d49fa05acc48534dd8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
6af3d4f6778aab35bfa58cb7018fc45d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga	
6af45d9f58925959154a48d87f006527	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	
6b0f9e62a23b554331b79acf23ff7ce6	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	
6b0e4fa552f08ed73c1b25e4d842968f	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
6b1e977789f09a0748f2969d6cd37aa3	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured_bacterium	
6b1d098cd7c5dc15af0dfc093211dabb	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured_bacterium
6b1996e7d21c083d48f3547bcb7b6d0f	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
6b1f1b3437e14b3236ba1fb96d51865f	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
6b2443130ef41f1901c719ff75bd749a	Bacteria	Elusimicrobiota	Lineage_IIb	uncultured_bacterium			
6b2e43ad80513f7025f6a8184d244d42	Bacteria	Planctomycetota	OM190	uncultured_bacterium			
6b2676e900e094e5af981782e32e87b5	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus	
6b0e3553182c5a8ac376891569d47442	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	uncultured_bacterium	
6aff28ec7405b9ffc6eb5a9481599925	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae		
6b3378ae7e3ca47013c63f73dee556af	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium
6b3d71bc90047bab449ef60a6e40b31f	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	
6b380d96707af2d0719f6547b316810e	Bacteria	Bdellovibrionota	Oligoflexia	0319_6G20	uncultured_bacterium		
6b40fdb256c2619a798196970702cf22	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
6b30839b396d801d93484b7a7728f907	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	
6b1bcd6e57e01b02af137f9952115721	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
6b423b6fb172674b00cb58ba48801870	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB_42	uncultured_bacterium
6b323e30bfaa1945053e3d5d85086529	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	uncultured_bacterium
6b476cd3667470f21835028892170c13	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured_bacterium	
6b194b1d15c4702c749bfdc487837f89	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
6b446ebf97da4e462e38ef4cc6ed8cc4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
6b58bcf7f31f940e51c7386161010c6d	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured_bacterium	
6b4a10438cbdd9b6ff5d907ca04fe8ac	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
6b5cf13ce162423d927bc0b2a5bb6f5d	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
6b56881f2d67ab583405ab62a1836105	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured_bacterium
6b3d976b278db822c783199aab9838d7	Bacteria	Desulfobacterota	uncultured	uncultured_bacterium			
6b56811d47c5bffb04fe8640324d4361	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	uncultured_bacterium	
6b5d862c80d477ee23d0930766c95bb6	Bacteria	Chloroflexi	TK10	uncultured_bacterium			
6b21506ca7bae14bd16bf0e315484dbf	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
6b7675318ba6823d35ead85504e1c4ed	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	
6b69744a5fe8bd0ec932bba7ae6fc740	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured_bacterium	
6b7c52257a378dc7e709600c32a462a6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
6b7dfacbfb89849dee57417d4d50947d	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
635e995fab8bdf79f235702a81de467d	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type_III	uncultured_Mollicutes_bacterium	
6b59d29fe2b0d030d59c4f26ad50e107	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	
6b6eed9d6980e2281f894be62011881f	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured_bacterium		
6b70a5c5c19f2ffaa189159b9d35fdb3	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	uncultured_bacterium
6b6b532ca88cb865cbeec7ca59b2f06d	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured_bacterium
6b367439be1d6875ea48af6ef253db6d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC_I_84	uncultured_bacterium	
64e4c404fbf5ebabbd7bf92036ad1e16	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	uncultured_bacterium		
6b946d62f0586420e0d726f548f91a3d	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
6b8d7915b5bcc007feb9e0edb860da2b	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae		
6b91325affaa4f03d5a2a3139c20debd	Bacteria	Latescibacterota					
6ba694c5d2d97751ad76803a5b96a7ae	Bacteria	Chloroflexi	TK10	uncultured_bacterium			
6b8db6dc1d024cee488903e7b3149a5a	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	uncultured_bacterium
6b9a1a27da9ae843baa98611b32cc6fc	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	uncultured	uncultured_bacterium
6b9d725d97a1468b02e4e36576816e27	Bacteria	Acidobacteriota	Subgroup_22	uncultured_bacterium			
6b908622497430f1245e03a82144af97	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	uncultured_bacterium
6bb0bf922873651197bfe8cd196ff0b4	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured_bacterium	
6b984d023f328d7bacd087d7bc810ec9	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	uncultured_bacterium	
6ba798334cdf12e02a2521619d8af407	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexus		
6b9d2bcca3d7e21a2d33bd8d8926f55d	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
6bbb03be8c74f4aee177f3ad5add7379	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured_bacterium		
6bb17c2059ab377310eb7248bddbbab4	Bacteria	Latescibacterota	uncultured_bacterium				
6ba8b301ac20b8c9dd9c151929e4d6b6	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1_41	uncultured_bacterium		
6b7fd52d7a02059e4905422560dbc1d7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	uncultured_bacterium
6bb36486eb73993b838b1d2e17ce852a	Bacteria	Planctomycetota	OM190	uncultured_bacterium			
6bb7449ef52eacb74d88c75f38a01fa8	Bacteria	Myxococcota	Polyangia	Blfdi19			
6bbb58f39a05d21f83d9fa5d7664c222	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
5c6bab7fd178ca4f4437df5e16517f0d	Bacteria	Planctomycetota	OM190	uncultured_bacterium			
6bb20779017448c87e8b6784e841be30	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	
6bbc7ce1c6ff352e9a48c8228f1228d4	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
6a6e7c6302d91f6d9ecafda11d4038fb	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	
6bc7817c64d292e6f05d975b5460d9c0	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env_OPS_17		
6bba5f20f785b431a1272556491601a0	Bacteria	NB1_j					
6bb685e1e5b2b409dc4be79e7c7cd6fa	Bacteria	Acidobacteriota	Subgroup_22	uncultured_bacterium			
6bc8a1c9635d3e0567dc04aa0a172e3b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	
6bc6bb02524de4f7177e90a1f16d8c11	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	uncultured_bacterium		
6bbd5d44b7bc7438687edd3145fd282b	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
6bc88c3f7ece37102668a1a35b549218	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured_bacterium
6bd930fa95e88800bde04f526b5d62dd	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter	
6bc4825441bca311464aeb3a6b8272d5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	metagenome
6be31ced0ea7a48d8c1a8139d4229bcb	Bacteria	Planctomycetota	OM190	uncultured_bacterium			
6be100647e5ff7bcfeeb3f0ce98a5d56	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	uncultured	
6bbd2aee9e3f0269671bd8e0a4bb3fee	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	uncultured_bacterium
6bcb64140bea03dd982b101ad989fa6d	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	
6bec8518e25ecbe5aa3d92a2d2a426a5	Bacteria	Planctomycetota	OM190	uncultured_bacterium			
6be8e0c88394618e55ee56f2285bec66	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	
6be04f7c9a537b55e7babd027ac82b7d	Bacteria	Proteobacteria	Alphaproteobacteria				
6bf80c1d687d059655ec8b7e5e264ac8	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
6bf17a39e88b267f996103fa88b74ca1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured_bacterium	
6be3c357313ba96c516f07972f03d25e	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade			
6bc9df1c4d53fefcae6b6f1d7b40cb87	Bacteria	Planctomycetota	OM190	uncultured_bacterium			
6bd04d9ba3570e258eb0ed325bd128ad	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	uncultured_bacterium
6bf080226a779d328a944985e1c1b924	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
6bedc9c336db82df1aebd56efbb06cdd	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	
6c052fb77c82f7799a1debfcb03fffe7	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
6c085a44040cbea5f82feb24e2cb98d2	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
6bf2049ed09f52f024098045a14882b1	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	uncultured_bacterium
6bfbd6c74b34b18c0c7719bc93024851	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	
6bc3ffb7f79655cb92596b33b348953d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3_20	uncultured_bacterium	
6c0b2e175e6d09e0f8645b7636803d4c	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	uncultured_bacterium		
6bfdcbcfd0a48e5f06e55d8b87d23deb	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium
6c087a96fbf6d3abb54f32d9bb15f43f	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
6bf9ed2640e3daecd391052e024c27b3	Bacteria	Chloroflexi	JG30_KF_CM66				
6bf9624bfebeb672a3c19bc0ff53dcbe	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
6c0ba422ad3becbb5234501cccfc2b6b	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_bacterium
6bf81ecc326678699834fcd70376b2e7	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Panacagrimonas	uncultured_bacterium
6c136d4f6a1f338268006a5a33de24a8	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured			
6c0df2ab1a40eb9117d5188e82a6a95e	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	
6c11a8533f6d9e1d56900448fecc40ae	Bacteria	Planctomycetota	Phycisphaerae	Pla1_lineage	uncultured_bacterium		
6c0bbfd49d7a4136251f11ff1618f3f0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
6c200c3ad41d3435a1dee42d44544d6a	Unassigned						
6bc9370d4118941959d0524f594eb097	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ammopiptanthus_mongolicus	
6c23d7321f9e5a60bf841da37976b3e7	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
6c1466b983546ea497a6a9c6fd78daa9	Bacteria	Planctomycetota	BD7_11	uncultured_bacterium			
6c0d71786f45627c9c89629ac9c0b203	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	metagenome
6c1b3625b12f94784ce3d66c172f2b5a	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured_bacterium		
6c27441acba864401341d340490649c6	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible_genus_04	uncultured_bacterium
6c185d6466e73195c352a3d35af547e7	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
5a592fcda5448ead97ed292a6d76b9aa	Bacteria	Desulfobacterota	Desulfobacteria				
6c25712a0b4aa4ee1392f0de931de80a	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	
6c254203a9701208247ec7e21ff1d084	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae		
6c2fd5f88f2c456c991e914cb4bca141	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
6c320b571109b9f2ef6a72096b33d845	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
6c2104e6d19de2ccb286b4af9c5ca234	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
6c2595af8cc6265ffb8db7195b681b8e	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	
6c331a14ce58157175b5eef9351c4878	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	uncultured_Clostridia_bacterium		
6c3c496b64eb6d86d2126b6a05b29ac4	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	
6c4a1b80355263382d7d43812ae0787f	Bacteria	Patescibacteria	Parcubacteria				
6c3faf278e95611845e14dc14c58f59a	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11_12_marine_group		
6c5776fb51dab25ac0db3e64f66edc5e	Bacteria	Chloroflexi	Anaerolineae	RBG_13_54_9	uncultured_bacterium		
6c3c070bf014a8af6f7aec2439bc33c3	Bacteria	Armatimonadota	uncultured	uncultured_bacterium			
6c1f459d53269c01a0c38fdf90f43b73	Bacteria	SAR324_clade_Marine_group_B	uncultured_bacterium				
6c5ef436ed6678e4539b29f73ea867e5	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	uncultured_bacterium
6c46964bbae9221e64a5936f9cccac82	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured_bacterium
6c3426bcdf295249d4c132b601309ab5	Unassigned						
6c58b90aef8aa3feb48624696b4d1c3b	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
6c59e995d3484a2ddef50e3fb2556999	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
6c5a450da70e4389b052a4332f490b76	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
6c6ce39f1ff9c03cba4139458d532a5b	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	uncultured_bacterium	
6c3e11b15c7a1f29089fe2bd1ecf7ca2	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	uncultured_bacterium	
6c6eab7838096a908ee92ee2291858e1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_bacterium
6c60b8a776fd2f75ace8231d4a0218a1	Bacteria	Chloroflexi	JG30_KF_CM66	uncultured_bacterium			
6c617ae7256b5f38d37c76a3d393b16b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured_bacterium
6c42fc6e3ea17de8789e483aeda6d32a	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	uncultured_bacterium
6c5cc6da62b84b134c6e6547c1d533c1	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_Subgroup_1	uncultured	
6c6b1433acf94b7d4097257da9aef6f1	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67_14	uncultured_bacterium	
6b5851153e43a1453b4f42b4d02aaf6d	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	uncultured		
6c108e725cfdd64bfc8cd9c3b5ecc605	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		
6c6bc938517c78b5b328910a7b44f0be	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
6b782111e29cb6b8a2b0ee804d6c23f6	Unassigned						
6c83e63d880f72899f0527e452e8e1c6	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured_bacterium		
6c7a2df36ab0e36e75c30dc27ca1f497	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
6c70e211a6cb25892df1dc764ad0048f	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_bacterium
6c5936f65c3fe809649e51c74949d081	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
6c8317674fca56ccf46c9cfe667bbc36	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
6c81cd8dd7eba3cceb2823794981c984	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	
6c8ea2b6dd5635a3c4ea94a6960d0005	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
6c74fc5423f9b7174bf423c09afe5ad0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	uncultured_bacterium
6c6f25ec5ea04a2d58449e40bb4794c9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured		
6c96b5f00847e321b4a1d7c54a7562e1	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured_bacterium
6c81ffee2b6647695d7d015aefbc0512	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
6c7e73cd75ab789e15655387aaf22de3	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	uncultured_bacterium		
6c943f50f9a82a844a8b851e2c8ec0cb	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
6c8e64af9de44b8d3ffcc376837cef25	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
6ca1ca60726a6395e140db19f460fe0a	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured_bacterium	
6c902f417f39f35b913c41b21cfa3d41	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	
6ca8395ef1b16dd98809ef7517f16092	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	metagenome
6c9b468bf58791e7283b1223a5959a77	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae		
6ca411ed7ead3ac014b4badaf22ff555	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	uncultured_bacterium	
6ca645067db001a5428b8c0344790f12	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
6c7daa1de0a6db0d29a21fa956765680	Bacteria	Myxococcota					
6c776802c6b2485cac4b8095911d2cc1	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	wb1_P19	uncultured_bacterium
6cb650141c6908b6ac1247da743c1e71	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
6cadfd8d0efabb5432d9ddcd9779fc7a	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
6c8569d7389681a567bf0468fab47c00	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured_bacterium	
6cb17b2be0afb080d0dabb1041287d19	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured_bacterium
6cbb9d050d1ae099f61f192359dad510	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	uncultured_bacterium
6ca06d941319d5e8d4bb12b64627e564	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	
6cb2abe65a85c4b8156791efd68f30f0	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
6bf5b96de3e75bf5e5befeca67d3f9ac	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
6cb85f8b6015605c37500551a015d55b	Bacteria	Actinobacteriota	MB_A2_108				
6cbf6c0fdcb3f555884187f8d8e0e1cf	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	
6cc255794c91fecd659d2fa2c30a979f	Bacteria	Elusimicrobiota	Lineage_IIb				
6cac8fed4919aba0e7458be9485572f2	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae		
6cbd235733e496ba9260ac308ff96b12	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	uncultured_bacterium
6cb005e377c492062541638e15b77b65	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	
6cd1743b292f569b4b602b2e1d82539f	Bacteria	Desulfobacterota	uncultured	uncultured_bacterium			
6cb933fb70afad5ca7cc634333a69ba9	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae		
6cbba6cf22eddef962e825891bc64102	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae		
6ce6e27c48ec269e8d7172963f4118ea	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
6cc6c1e7ece109c3e5f10372b100798a	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured_bacterium	
6cdea133f471f0444361a48edfd14cde	Bacteria	Chloroflexi	Gitt_GS_136	uncultured_bacterium			
6cd03abd1c16bc9e94bacd2a79561f74	Bacteria	Proteobacteria					
6cd2533fd148b06e6a3f20a4e042b7c4	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
6c8f2ffa5fab064646697d683ea1672e	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
6ce8ca7fa7b182a7030028a2ead21d67	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	uncultured_bacterium	
6cdfea97ba012489fa8ebdc5f7ebdb98	Bacteria	Armatimonadota	uncultured	uncultured_bacterium			
6cec219826c46a378e270cfe225d0cc4	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	uncultured_bacterium		
6cf7d97229010c6153be91d5f0b94acd	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	
